order_item_id,order_id,product_id,quantity,unit_price
214,61,14,1,128.8
215,62,26,3,68.11
216,62,19,2,145.14
217,62,13,2,60.38
218,63,34,1,95.26
219,63,35,1,170.97
220,63,22,1,40.18
221,63,13,1,60.38
222,63,34,3,95.26
223,64,34,3,95.26
224,64,13,2,60.38
225,64,19,2,145.14
226,64,35,2,170.97
227,65,24,3,100.68
228,65,13,1,60.38
229,65,34,3,95.26
230,65,8,3,63.29
231,65,13,1,60.38
232,66,28,3,28.16
233,66,10,3,65.9
234,66,24,3,100.68
235,67,30,3,171.93
236,67,5,3,120.44
237,67,29,1,10.26
238,68,3,1,124.0
239,68,6,2,120.49
240,68,27,3,46.32
241,69,14,2,128.8
242,69,4,3,75.68
243,69,18,3,190.22
244,69,10,2,65.9
245,69,28,2,28.16
246,70,18,1,190.22
247,71,27,2,46.32
248,71,35,3,170.97
249,71,29,3,10.26
250,71,33,2,168.79
251,72,7,1,163.37
252,72,14,1,128.8
253,72,22,1,40.18
254,72,20,1,39.89
255,72,11,3,178.64
256,73,26,1,68.11
257,73,6,2,120.49
258,73,34,1,95.26
259,74,5,2,120.44
260,74,18,1,190.22
261,75,4,1,75.68
262,76,30,2,171.93
263,76,20,3,39.89
264,76,10,2,65.9
265,77,23,2,161.52
266,78,2,1,102.3
267,78,1,2,26.83
268,79,5,2,120.44
269,79,35,2,170.97
270,79,22,1,40.18
271,79,34,2,95.26
272,80,1,2,26.83
273,81,23,1,161.52
274,82,5,2,120.44
275,82,19,1,145.14
276,82,32,1,34.61
277,82,24,3,100.68
278,83,13,2,60.38
279,83,3,2,124.0
280,83,20,2,39.89
281,84,19,3,145.14
282,84,16,2,122.65
283,84,6,1,120.49
284,84,4,1,75.68
285,84,32,2,34.61
286,85,35,2,170.97
287,85,10,3,65.9
288,85,5,1,120.44
289,85,9,3,135.83
290,85,9,3,135.83
291,86,29,3,10.26
292,87,11,2,178.64
293,87,1,2,26.83
294,88,14,2,128.8
295,88,34,1,95.26
296,88,10,3,65.9
297,89,23,3,161.52
298,89,14,1,128.8
299,90,23,2,161.52
300,90,5,2,120.44
301,90,8,3,63.29
302,90,6,1,120.49
303,91,7,1,163.37
304,91,23,2,161.52
305,92,4,3,75.68
306,92,3,1,124.0
307,92,16,2,122.65
308,93,35,3,170.97
309,94,13,1,60.38
310,94,22,2,40.18
311,94,9,1,135.83
312,95,28,2,28.16
313,96,15,1,189.37
314,96,1,1,26.83
315,97,11,2,178.64
316,97,26,3,68.11
317,98,24,3,100.68
318,98,27,3,46.32
319,98,29,3,10.26
320,98,28,2,28.16
321,99,24,3,100.68
322,99,13,3,60.38
323,99,24,3,100.68
324,99,19,3,145.14
325,100,29,3,10.26
326,101,31,1,61.04
327,101,6,3,120.49
328,102,26,3,68.11
329,102,22,1,40.18
330,102,5,2,120.44
331,102,30,2,171.93
332,103,20,3,39.89
333,103,8,2,63.29
334,103,26,1,68.11
335,103,9,2,135.83
336,104,9,2,135.83
337,104,21,3,160.96
338,104,4,3,75.68
339,104,18,1,190.22
340,105,32,2,34.61
341,105,12,1,36.63
342,106,24,2,100.68
343,107,10,2,65.9
344,108,33,3,168.79
345,109,19,2,145.14
346,110,16,1,122.65
347,110,8,2,63.29
348,110,15,1,189.37
349,110,21,3,160.96
350,111,28,2,28.16
351,111,31,1,61.04
352,111,8,1,63.29
353,111,26,3,68.11
354,112,30,1,171.93
355,112,24,2,100.68
356,112,24,1,100.68
357,113,20,1,39.89
358,113,17,1,152.5
359,114,14,3,128.8
360,115,21,3,160.96
361,115,13,1,60.38
362,115,27,1,46.32
363,115,2,2,102.3
364,116,12,2,36.63
365,116,2,1,102.3
366,116,18,1,190.22
367,116,34,1,95.26
368,117,29,3,10.26
369,117,24,1,100.68
370,118,32,3,34.61
371,119,34,2,95.26
372,119,17,1,152.5
373,119,26,3,68.11
374,119,15,3,189.37
375,120,34,2,95.26
376,120,17,3,152.5
377,121,9,2,135.83
378,121,3,1,124.0
379,121,25,3,184.65
380,121,26,2,68.11
381,122,10,1,65.9
382,122,20,1,39.89
383,122,6,3,120.49
384,122,6,2,120.49
385,123,33,2,168.79
386,123,6,2,120.49
387,123,2,2,102.3
388,123,35,3,170.97
389,123,27,1,46.32
390,124,4,3,75.68
391,125,8,1,63.29
392,126,31,3,61.04
393,127,28,1,28.16
394,128,23,2,161.52
395,129,28,2,28.16
396,130,3,3,124.0
397,130,18,1,190.22
398,131,3,2,124.0
399,131,28,2,28.16
400,131,28,1,28.16
401,131,1,3,26.83
402,132,5,3,120.44
403,132,12,3,36.63
404,132,3,1,124.0
405,132,22,3,40.18
406,133,33,3,168.79
407,133,1,2,26.83
408,133,8,3,63.29
409,134,18,3,190.22
410,134,26,1,68.11
411,134,11,1,178.64
412,134,2,1,102.3
413,135,25,2,184.65
414,135,24,1,100.68
415,136,30,1,171.93
416,136,17,3,152.5
417,136,2,3,102.3
418,136,14,1,128.8
419,136,13,2,60.38
420,137,25,2,184.65
421,137,18,1,190.22
422,137,29,3,10.26
423,138,19,1,145.14
424,139,2,2,102.3
425,140,8,1,63.29
426,140,1,2,26.83
427,140,23,2,161.52
428,140,4,1,75.68
429,140,8,3,63.29
430,141,11,2,178.64
431,141,22,1,40.18
432,141,13,2,60.38
433,141,20,3,39.89
434,141,11,1,178.64
435,142,19,3,145.14
436,143,7,2,163.37
437,143,20,1,39.89
438,143,21,3,160.96
439,144,35,1,170.97
440,144,8,2,63.29
441,144,16,2,122.65
442,144,31,3,61.04
443,144,25,2,184.65
444,145,5,3,120.44
445,145,8,3,63.29
446,146,9,3,135.83
447,146,7,3,163.37
448,146,35,1,170.97
449,146,19,3,145.14
450,147,35,1,170.97
451,147,14,3,128.8
452,147,19,2,145.14
453,147,16,3,122.65
454,148,27,3,46.32
455,148,22,1,40.18
456,148,20,1,39.89
457,148,20,3,39.89
458,149,35,3,170.97
459,149,6,1,120.49
460,149,11,2,178.64
461,149,12,1,36.63
462,150,20,3,39.89
463,150,33,1,168.79
464,150,11,1,178.64
465,151,9,3,135.83
466,151,29,1,10.26
467,152,3,1,124.0
468,152,16,3,122.65
469,152,18,3,190.22
470,152,33,1,168.79
471,152,14,2,128.8
472,153,29,3,10.26
473,153,27,3,46.32
474,153,23,3,161.52
475,154,8,1,63.29
476,154,22,1,40.18
477,155,28,1,28.16
478,155,3,2,124.0
479,156,8,1,63.29
480,157,15,1,189.37
481,157,1,3,26.83
482,158,13,1,60.38
483,158,4,3,75.68
484,158,4,1,75.68
485,159,10,1,65.9
486,159,5,2,120.44
487,159,33,1,168.79
488,159,33,2,168.79
489,160,33,3,168.79
490,160,9,1,135.83
491,160,30,3,171.93
492,161,22,3,40.18
493,161,30,3,171.93
494,162,26,1,68.11
495,162,24,2,100.68
496,162,32,2,34.61
497,162,8,3,63.29
498,162,17,3,152.5
499,163,13,3,60.38
500,163,23,2,161.52
501,163,31,3,61.04
502,163,15,2,189.37
503,163,6,1,120.49
504,164,25,2,184.65
505,164,33,1,168.79
506,164,29,1,10.26
507,164,22,1,40.18
508,165,5,3,120.44
509,166,8,1,63.29
510,166,24,1,100.68
511,167,16,2,122.65
512,167,26,2,68.11
513,167,28,3,28.16
514,167,15,2,189.37
515,167,12,2,36.63
516,168,12,1,36.63
517,168,7,2,163.37
518,168,29,1,10.26
519,168,8,2,63.29
520,169,14,2,128.8
521,169,27,2,46.32
522,169,10,2,65.9
523,169,31,3,61.04
524,170,25,1,184.65
525,170,20,1,39.89
526,170,35,3,170.97
527,170,12,3,36.63
528,170,15,3,189.37
529,171,21,2,160.96
530,171,10,2,65.9
531,171,8,1,63.29
532,171,34,2,95.26
533,171,22,3,40.18
534,172,29,2,10.26
535,172,35,3,170.97
536,172,7,1,163.37
537,173,18,3,190.22
538,173,25,2,184.65
539,173,21,3,160.96
540,173,28,3,28.16
541,174,20,3,39.89
542,175,34,3,95.26
543,175,32,2,34.61
544,176,12,2,36.63
545,177,25,3,184.65
546,178,19,1,145.14
547,179,25,3,184.65
548,179,2,3,102.3
549,179,34,3,95.26
550,179,27,2,46.32
551,179,13,1,60.38
552,180,4,2,75.68
553,180,13,2,60.38
554,180,28,3,28.16
555,180,23,2,161.52
556,181,26,1,68.11
557,181,32,1,34.61
558,182,22,2,40.18
559,182,11,3,178.64
560,182,28,2,28.16
561,182,25,2,184.65
562,183,9,1,135.83
563,184,22,1,40.18
564,184,16,1,122.65
565,184,12,3,36.63
566,184,31,3,61.04
567,185,12,1,36.63
568,185,24,2,100.68
569,185,4,1,75.68
570,185,2,1,102.3
571,186,32,3,34.61
572,186,27,2,46.32
573,187,30,1,171.93
574,187,23,3,161.52
575,187,29,2,10.26
576,188,32,3,34.61
577,188,21,3,160.96
578,188,9,1,135.83
579,189,12,1,36.63
580,189,26,3,68.11
581,190,29,1,10.26
582,190,16,2,122.65
583,191,25,2,184.65
584,191,7,1,163.37
585,191,9,2,135.83
586,191,13,3,60.38
587,191,25,2,184.65
588,192,10,2,65.9
589,192,3,1,124.0
590,192,12,2,36.63
591,192,31,2,61.04
592,193,24,1,100.68
593,193,30,3,171.93
594,193,5,2,120.44
595,193,25,1,184.65
596,193,17,2,152.5
597,194,29,2,10.26
598,194,31,3,61.04
599,194,19,1,145.14
600,194,18,1,190.22
601,194,27,3,46.32
602,195,18,1,190.22
603,195,5,2,120.44
604,195,20,2,39.89
605,195,3,3,124.0
606,195,9,2,135.83
607,196,16,1,122.65
608,196,20,1,39.89
609,196,35,1,170.97
610,196,3,1,124.0
611,197,17,2,152.5
612,198,16,2,122.65
613,198,10,3,65.9
614,198,1,1,26.83
615,198,14,1,128.8
616,198,20,2,39.89
617,199,3,2,124.0
618,199,7,3,163.37
619,199,12,2,36.63
620,199,4,3,75.68
621,200,17,1,152.5
622,201,35,1,170.97
623,201,26,1,68.11
624,201,4,3,75.68
625,201,7,1,163.37
626,201,14,3,128.8
627,202,30,1,171.93
628,203,9,3,135.83
629,203,20,2,39.89
630,203,32,1,34.61
631,203,12,3,36.63
632,204,30,1,171.93
633,204,26,3,68.11
634,204,31,2,61.04
635,204,25,3,184.65
636,205,35,1,170.97
637,205,9,1,135.83
638,205,31,1,61.04
639,205,17,2,152.5
640,206,29,3,10.26
641,206,14,1,128.8
642,207,27,2,46.32
643,207,23,3,161.52
644,208,10,1,65.9
645,208,11,1,178.64
646,208,12,3,36.63
647,208,8,3,63.29
648,209,27,3,46.32
649,209,20,2,39.89
650,209,2,1,102.3
651,210,8,3,63.29
652,211,14,3,128.8
653,211,13,1,60.38
654,211,34,3,95.26
655,211,25,1,184.65
656,211,8,1,63.29
657,212,2,1,102.3
658,212,7,2,163.37
659,212,6,3,120.49
660,213,22,3,40.18
661,214,25,2,184.65
662,214,18,3,190.22
663,214,15,1,189.37
664,215,26,3,68.11
665,215,33,1,168.79
666,216,18,1,190.22
667,216,26,2,68.11
668,217,14,1,128.8
669,217,25,2,184.65
670,217,25,3,184.65
671,217,28,1,28.16
672,217,16,3,122.65
673,218,13,2,60.38
674,219,10,1,65.9
675,219,28,3,28.16
676,219,28,2,28.16
677,220,17,2,152.5
678,221,10,2,65.9
679,221,26,2,68.11
680,222,5,3,120.44
681,223,17,3,152.5
682,223,1,2,26.83
683,223,14,3,128.8
684,224,31,3,61.04
685,224,20,3,39.89
686,224,21,3,160.96
687,225,30,3,171.93
688,225,29,3,10.26
689,225,25,2,184.65
690,226,20,3,39.89
691,226,2,1,102.3
692,227,21,3,160.96
693,227,20,3,39.89
694,228,26,1,68.11
695,228,18,3,190.22
696,228,15,3,189.37
697,228,4,2,75.68
698,229,18,2,190.22
699,229,35,1,170.97
700,229,11,1,178.64
701,229,15,2,189.37
702,229,34,2,95.26
703,230,30,2,171.93
704,230,26,3,68.11
705,231,13,2,60.38
706,231,15,2,189.37
707,231,7,3,163.37
708,231,7,1,163.37
709,232,24,1,100.68
710,232,13,3,60.38
711,232,21,3,160.96
712,232,12,3,36.63
713,233,19,2,145.14
714,233,14,3,128.8
715,233,6,1,120.49
716,233,27,1,46.32
717,233,32,2,34.61
718,234,18,1,190.22
719,235,33,2,168.79
720,235,5,2,120.44
721,235,6,3,120.49
722,236,16,3,122.65
723,236,26,1,68.11
724,236,17,3,152.5
725,236,8,1,63.29
726,236,16,3,122.65
727,237,1,3,26.83
728,237,18,1,190.22
729,237,24,2,100.68
730,238,20,1,39.89
731,238,13,3,60.38
732,239,7,2,163.37
733,239,31,1,61.04
734,240,19,2,145.14
735,240,32,3,34.61
736,240,20,2,39.89
737,240,21,3,160.96
738,241,2,3,102.3
739,242,7,1,163.37
740,242,21,3,160.96
741,242,22,3,40.18
742,242,30,3,171.93
743,242,24,3,100.68
744,243,13,3,60.38
745,243,15,1,189.37
746,243,25,2,184.65
747,243,11,1,178.64
748,243,15,2,189.37
749,244,19,1,145.14
750,244,34,2,95.26
751,244,18,3,190.22
752,245,1,3,26.83
753,245,5,3,120.44
754,245,8,1,63.29
755,246,34,1,95.26
756,246,9,2,135.83
757,246,34,1,95.26
758,246,5,2,120.44
759,246,26,1,68.11
760,247,15,1,189.37
761,248,11,2,178.64
762,248,11,2,178.64
763,249,34,3,95.26
764,249,15,3,189.37
765,249,28,1,28.16
766,249,8,1,63.29
767,249,2,1,102.3
768,250,15,2,189.37
769,250,3,3,124.0
770,251,32,2,34.61
771,252,25,2,184.65
772,252,16,3,122.65
773,252,25,3,184.65
774,253,17,2,152.5
775,253,2,1,102.3
776,254,30,2,171.93
777,254,13,1,60.38
778,255,28,2,28.16
779,255,18,2,190.22
780,256,16,2,122.65
781,256,34,2,95.26
782,256,33,3,168.79
783,257,20,3,39.89
784,257,24,3,100.68
785,257,17,2,152.5
786,257,33,2,168.79
787,258,20,1,39.89
788,258,14,2,128.8
789,258,19,1,145.14
790,258,31,3,61.04
791,258,28,1,28.16
792,259,24,1,100.68
793,259,31,3,61.04
794,260,35,1,170.97
795,260,28,2,28.16
796,260,7,3,163.37
797,260,33,3,168.79
798,260,32,2,34.61
799,261,19,3,145.14
800,261,17,3,152.5
801,262,11,3,178.64
802,262,1,2,26.83
803,262,23,1,161.52
804,262,34,1,95.26
805,263,28,1,28.16
806,263,16,1,122.65
807,263,35,2,170.97
808,264,29,3,10.26
809,264,34,1,95.26
810,264,32,3,34.61
811,264,30,3,171.93
812,264,28,1,28.16
813,265,29,1,10.26
814,265,30,1,171.93
815,265,27,2,46.32
816,265,1,2,26.83
817,266,24,1,100.68
818,266,10,1,65.9
819,266,26,2,68.11
820,266,34,3,95.26
821,266,21,1,160.96
822,267,23,3,161.52
823,267,29,3,10.26
824,267,12,1,36.63
825,267,21,2,160.96
826,268,25,3,184.65
827,269,35,3,170.97
828,269,29,3,10.26
829,269,17,3,152.5
830,269,17,3,152.5
831,270,10,1,65.9
832,270,30,1,171.93
833,271,16,3,122.65
834,271,23,3,161.52
835,271,26,3,68.11
836,272,5,1,120.44
837,272,23,2,161.52
838,272,35,3,170.97
839,273,22,3,40.18
840,274,9,3,135.83
841,275,23,3,161.52
842,275,23,1,161.52
843,275,30,1,171.93
844,276,7,1,163.37
845,276,8,2,63.29
846,276,29,3,10.26
847,277,29,3,10.26
848,277,6,2,120.49
849,277,10,3,65.9
850,278,17,1,152.5
851,278,1,1,26.83
852,278,24,3,100.68
853,278,6,3,120.49
854,278,4,2,75.68
855,279,23,1,161.52
856,280,11,2,178.64
857,280,35,2,170.97
858,280,35,2,170.97
859,280,15,3,189.37
860,281,8,2,63.29
861,281,27,2,46.32
862,282,5,2,120.44
863,282,6,1,120.49
864,282,29,2,10.26
865,283,9,1,135.83
866,283,6,2,120.49
867,284,10,1,65.9
868,284,16,2,122.65
869,285,9,2,135.83
870,285,25,2,184.65
871,285,1,1,26.83
872,285,3,1,124.0
873,286,6,2,120.49
874,286,28,2,28.16
875,286,2,3,102.3
876,286,24,3,100.68
877,286,35,3,170.97
878,287,26,1,68.11
879,287,3,3,124.0
880,288,30,3,171.93
881,288,24,3,100.68
882,288,33,2,168.79
883,289,27,1,46.32
884,289,12,2,36.63
885,289,13,3,60.38
886,290,13,3,60.38
887,290,32,3,34.61
888,290,27,3,46.32
889,290,3,2,124.0
890,290,29,3,10.26
891,291,35,3,170.97
892,291,5,3,120.44
893,291,26,2,68.11
894,292,17,3,152.5
895,292,3,3,124.0
896,292,32,2,34.61
897,292,2,3,102.3
898,292,15,2,189.37
899,293,11,1,178.64
900,293,16,2,122.65
901,293,33,2,168.79
902,294,29,2,10.26
903,294,26,2,68.11
904,294,27,1,46.32
905,294,24,1,100.68
906,294,6,1,120.49
907,295,2,2,102.3
908,295,32,2,34.61
909,296,17,2,152.5
910,296,9,2,135.83
911,296,4,3,75.68
912,296,4,1,75.68
913,297,1,1,26.83
914,297,22,2,40.18
915,297,35,1,170.97
916,297,18,2,190.22
917,297,28,3,28.16
918,298,21,1,160.96
919,298,10,1,65.9
920,299,1,1,26.83
921,300,33,3,168.79
922,300,22,3,40.18
923,300,17,2,152.5
924,301,15,2,189.37
925,302,1,2,26.83
926,302,18,1,190.22
927,303,16,2,122.65
928,304,2,3,102.3
929,304,35,1,170.97
930,304,18,3,190.22
931,304,34,3,95.26
932,305,9,3,135.83
933,305,1,3,26.83
934,305,24,1,100.68
935,305,6,1,120.49
936,305,18,3,190.22
937,306,1,2,26.83
938,306,10,2,65.9
939,306,14,2,128.8
940,307,18,2,190.22
941,307,32,2,34.61
942,308,20,1,39.89
943,308,16,2,122.65
944,309,33,1,168.79
945,309,15,1,189.37
946,310,14,3,128.8
947,311,35,1,170.97
948,312,8,2,63.29
949,313,17,3,152.5
950,313,33,2,168.79
951,313,1,2,26.83
952,314,9,3,135.83
953,314,32,1,34.61
954,314,7,3,163.37
955,315,17,3,152.5
956,315,12,2,36.63
957,315,19,1,145.14
958,316,23,2,161.52
959,317,17,1,152.5
960,317,11,3,178.64
961,317,33,3,168.79
962,317,19,3,145.14
963,317,30,1,171.93
964,318,28,2,28.16
965,318,15,3,189.37
966,318,19,3,145.14
967,318,13,2,60.38
968,319,12,1,36.63
969,319,35,3,170.97
970,319,18,3,190.22
971,320,7,3,163.37
972,320,11,3,178.64
973,321,24,2,100.68
974,321,31,3,61.04
975,321,12,2,36.63
976,321,3,3,124.0
977,322,24,1,100.68
978,322,2,2,102.3
979,322,13,1,60.38
980,323,16,1,122.65
981,324,6,1,120.49
982,324,19,2,145.14
983,324,18,3,190.22
984,324,6,2,120.49
985,325,8,3,63.29
986,325,34,3,95.26
987,325,26,3,68.11
988,325,18,2,190.22
989,326,27,3,46.32
990,327,2,2,102.3
991,327,7,3,163.37
992,327,28,3,28.16
993,327,26,3,68.11
994,328,22,1,40.18
995,328,25,2,184.65
996,328,3,1,124.0
997,329,24,3,100.68
998,329,12,2,36.63
999,330,13,2,60.38
1000,331,24,3,100.68
1001,331,10,2,65.9
1002,331,26,2,68.11
1003,331,29,3,10.26
1004,331,29,1,10.26
1005,332,7,2,163.37
1006,332,5,1,120.44
1007,332,10,1,65.9
1008,333,5,3,120.44
1009,333,32,1,34.61
1010,333,27,1,46.32
1011,333,4,3,75.68
1012,334,32,1,34.61
1013,334,16,1,122.65
1014,335,35,3,170.97
1015,335,21,1,160.96
1016,336,23,1,161.52
1017,337,1,1,26.83
1018,337,34,3,95.26
1019,338,2,2,102.3
1020,338,30,2,171.93
1021,339,1,1,26.83
1022,339,27,2,46.32
1023,340,18,3,190.22
1024,340,3,2,124.0
1025,341,22,2,40.18
1026,341,15,2,189.37
1027,342,27,2,46.32
1028,342,27,3,46.32
1029,342,3,1,124.0
1030,342,16,2,122.65
1031,342,2,3,102.3
1032,343,29,2,10.26
1033,343,28,1,28.16
1034,343,29,2,10.26
1035,343,20,2,39.89
1036,343,24,3,100.68
1037,344,12,3,36.63
1038,344,15,1,189.37
1039,344,34,3,95.26
1040,344,1,2,26.83
1041,345,5,3,120.44
1042,345,11,2,178.64
1043,345,32,2,34.61
1044,345,29,1,10.26
1045,346,19,2,145.14
1046,346,31,1,61.04
1047,346,16,2,122.65
1048,347,21,3,160.96
1049,347,3,1,124.0
1050,348,35,3,170.97
1051,349,25,2,184.65
1052,349,13,2,60.38
1053,349,11,3,178.64
1054,350,27,3,46.32
1055,350,21,3,160.96
1056,350,14,2,128.8
1057,350,9,3,135.83
1058,351,14,1,128.8
1059,351,26,1,68.11
1060,351,29,3,10.26
1061,352,12,2,36.63
1062,352,27,1,46.32
1063,353,29,2,10.26
1064,353,5,3,120.44
1065,353,19,3,145.14
1066,353,10,2,65.9
1067,353,10,1,65.9
1068,354,25,2,184.65
1069,355,11,1,178.64
1070,355,8,2,63.29
1071,355,1,3,26.83
1072,356,35,2,170.97
1073,356,32,1,34.61
1074,357,29,2,10.26
1075,357,4,3,75.68
1076,357,8,1,63.29
1077,358,24,1,100.68
1078,359,12,1,36.63
1079,359,20,2,39.89
1080,359,2,3,102.3
1081,359,31,1,61.04
1082,360,28,2,28.16
1083,360,12,1,36.63
1084,360,5,2,120.44
1085,360,11,3,178.64
1086,361,11,3,178.64
1087,362,1,1,26.83
1088,363,8,2,63.29
1089,364,20,1,39.89
1090,364,10,3,65.9
1091,364,8,3,63.29
1092,364,31,3,61.04
1093,364,19,2,145.14
1094,365,2,2,102.3
1095,365,25,3,184.65
1096,365,16,2,122.65
1097,366,3,2,124.0
1098,366,17,2,152.5
1099,366,33,2,168.79
1100,367,16,2,122.65
1101,367,12,1,36.63
1102,367,20,3,39.89
1103,367,32,2,34.61
1104,368,33,2,168.79
1105,368,20,2,39.89
1106,369,15,1,189.37
1107,369,35,1,170.97
1108,369,11,3,178.64
1109,369,21,2,160.96
1110,369,34,2,95.26
1111,370,26,2,68.11
1112,371,1,1,26.83
1113,371,34,1,95.26
1114,371,27,3,46.32
1115,371,22,2,40.18
1116,372,15,3,189.37
1117,372,33,3,168.79
1118,372,6,2,120.49
1119,373,6,1,120.49
1120,373,11,1,178.64
1121,373,23,3,161.52
1122,373,22,2,40.18
1123,373,4,3,75.68
1124,374,32,1,34.61
1125,375,14,1,128.8
1126,375,24,1,100.68
1127,375,17,3,152.5
1128,375,11,2,178.64
1129,376,31,3,61.04
1130,376,8,1,63.29
1131,377,12,2,36.63
1132,378,2,1,102.3
1133,378,27,2,46.32
1134,378,13,1,60.38
1135,379,20,3,39.89
1136,379,12,3,36.63
1137,379,20,1,39.89
1138,379,32,3,34.61
1139,379,2,1,102.3
1140,380,25,2,184.65
1141,380,22,3,40.18
1142,380,7,2,163.37
1143,380,16,3,122.65
1144,380,31,1,61.04
1145,381,4,1,75.68
1146,381,32,3,34.61
1147,382,34,2,95.26
1148,382,14,1,128.8
1149,382,33,1,168.79
1150,382,34,1,95.26
